n,n_pos,n_neg,mcc,auc_roc,pr_auc,balanced_acc,f1,gmean,sensitivity,specificity,TP,TN,FP,FN,model,revision,threshold,train_size,precision,npv
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,382,0.345,389,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,384,0.704,391,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,384,0.231,391,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,384,0.606,391,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,384,0.345,391,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,391,0.704,392,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,391,0.231,392,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,391,0.606,392,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,391,0.345,392,,
4,1,3,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6667,0,2,1,1,RandomForest,392,0.704,393,0.0,0.6667
4,1,3,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6667,0,2,1,1,LightGBM,392,0.231,393,0.0,0.6667
4,1,3,-0.3333333333333333,0.6666666666666667,0.5,0.3333333333333333,0.0,0.0,0.0,0.6667,0,2,1,1,XGBoost,392,0.606,393,0.0,0.6667
4,1,3,-0.5773502691896258,0.33333333333333337,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.3333,0,1,2,1,CatBoost,392,0.345,393,0.0,0.5
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,393,0.688,397,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,393,0.231,397,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,393,0.606,397,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,393,0.492,397,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,398,0.688,400,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,398,0.231,400,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,398,0.606,400,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,398,0.492,400,,
6,2,4,0.6324555320336759,0.75,0.75,0.75,0.6666666666666666,0.7071067811865476,0.5,1.0,1,4,0,1,RandomForest,417,0.688,401,1.0,0.8
6,2,4,0.25,0.75,0.75,0.625,0.5,0.6123724356957945,0.5,0.75,1,3,1,1,LightGBM,417,0.231,401,0.5,0.75
6,2,4,0.6324555320336759,0.75,0.75,0.75,0.6666666666666666,0.7071067811865476,0.5,1.0,1,4,0,1,XGBoost,417,0.606,401,1.0,0.8
6,2,4,0.6324555320336759,0.75,0.75,0.75,0.6666666666666666,0.7071067811865476,0.5,1.0,1,4,0,1,CatBoost,417,0.492,401,1.0,0.8
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,418,0.704,407,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,418,0.247,407,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,418,0.606,407,,
1,1,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,418,0.492,407,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,421,0.704,408,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,421,0.247,408,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,421,0.606,408,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,421,0.492,408,,
20,11,9,0.20100756305184242,0.8585858585858587,0.8274891774891774,0.5808080808080808,0.4,0.4923659639173309,0.2727,0.8889,3,8,1,8,RandomForest,432,0.704,409,0.75,0.5
20,11,9,0.15352206215727945,0.7171717171717171,0.7405251611133964,0.5707070707070707,0.47058823529411764,0.5318160234783105,0.3636,0.7778,4,7,2,7,LightGBM,432,0.247,409,0.6667,0.5
20,11,9,0.7035264706814485,0.898989898989899,0.9177095631641086,0.8535353535353536,0.8571428571428571,0.8528028654224418,0.8182,0.8889,9,8,1,2,XGBoost,432,0.606,409,0.9,0.8
20,11,9,0.20100756305184242,0.8787878787878789,0.888095238095238,0.5808080808080808,0.4,0.4923659639173309,0.2727,0.8889,3,8,1,8,CatBoost,432,0.492,409,0.75,0.5
16,15,1,0.38297084310253526,0.8,0.9866269841269841,0.8666666666666667,0.8461538461538461,0.8563488385776752,0.7333,1.0,11,1,0,4,RandomForest,435,0.394,429,1.0,0.2
16,15,1,0.53748384988657,0.8666666666666667,0.9913888888888889,0.9333333333333333,0.9285714285714286,0.9309493362512627,0.8667,1.0,13,1,0,2,LightGBM,435,0.133,429,1.0,0.3333
16,15,1,0.38297084310253526,0.7333333333333333,0.981498778998779,0.8666666666666667,0.8461538461538461,0.8563488385776752,0.7333,1.0,11,1,0,4,XGBoost,435,0.606,429,1.0,0.2
16,15,1,0.4472135954999579,0.8,0.9866269841269841,0.9,0.8888888888888888,0.8944271909999159,0.8,1.0,12,1,0,3,CatBoost,435,0.361,429,1.0,0.25
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,437,0.541,445,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,437,0.116,445,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,437,0.59,445,,
5,0,5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,437,0.361,445,,
15,6,9,0.5773502691896257,0.8333333333333334,0.825925925925926,0.7777777777777777,0.7272727272727273,0.769800358919501,0.6667,0.8889,4,8,1,2,RandomForest,441,0.508,450,0.8,0.8
15,6,9,0.43082021842766455,0.7962962962962963,0.7878306878306878,0.6944444444444444,0.6,0.6666666666666666,0.5,0.8889,3,8,1,3,LightGBM,441,0.116,450,0.75,0.7273
15,6,9,0.6123724356957946,0.7407407407407407,0.7647537647537648,0.75,0.6666666666666666,0.7071067811865476,0.5,1.0,3,9,0,3,XGBoost,441,0.606,450,1.0,0.75
15,6,9,0.8728715609439694,0.9444444444444444,0.9150793650793649,0.9444444444444444,0.9230769230769231,0.9428090415820634,1.0,0.8889,6,8,1,0,CatBoost,441,0.361,450,0.8571,1.0
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,442,0.508,465,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,442,0.1,465,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,442,0.606,465,,
5,5,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,442,0.329,465,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,444,0.508,470,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,444,0.1,470,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,444,0.606,470,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,444,0.329,470,,
42,25,17,0.8023529411764706,0.9411764705882353,0.9293432688169531,0.9011764705882352,0.92,0.9009798587550961,0.92,0.8824,23,15,2,2,RandomForest,451,0.508,472,0.92,0.8824
42,25,17,0.5150844037233139,0.908235294117647,0.925779527676822,0.7152941176470589,0.8275862068965517,0.6721344403334447,0.96,0.4706,24,8,9,1,LightGBM,451,0.1,472,0.7273,0.8889
42,25,17,0.3808871733376949,0.9341176470588235,0.9404753303420903,0.6705882352941177,0.5555555555555556,0.6135719910778964,0.4,0.9412,10,16,1,15,XGBoost,451,0.606,472,0.9091,0.5161
42,25,17,0.7545937746270389,0.9035294117647058,0.9242820921768289,0.8623529411764705,0.9056603773584906,0.8568066567545,0.96,0.7647,24,13,4,1,CatBoost,451,0.329,472,0.8571,0.9286
52,38,14,0.853359828276255,0.9454887218045114,0.9730927272645836,0.8928571428571428,0.9620253164556962,0.8864052604279183,1.0,0.7857,38,11,3,0,RandomForest,452,0.524,514,0.9268,1.0
52,38,14,0.8045112781954887,0.9699248120300752,0.9900528834046838,0.9022556390977443,0.9473684210526315,0.901127113779166,0.9474,0.8571,36,12,2,2,LightGBM,452,0.263,514,0.9474,0.8571
52,38,14,0.6965723455474339,0.9078947368421053,0.966108830463413,0.8308270676691729,0.9230769230769231,0.8226127456606226,0.9474,0.7143,36,10,4,2,XGBoost,452,0.361,514,0.9,0.8333
52,38,14,0.8045112781954887,0.9680451127819549,0.9873849725073665,0.9022556390977443,0.9473684210526315,0.901127113779166,0.9474,0.8571,36,12,2,2,CatBoost,452,0.41,514,0.9474,0.8571
29,21,8,0.44188962412495847,0.7976190476190476,0.9228161946779143,0.7470238095238095,0.7428571428571429,0.7359800721939873,0.619,0.875,13,7,1,8,RandomForest,453,0.443,566,0.9286,0.4667
29,21,8,0.2854557100602737,0.7321428571428571,0.905385422975735,0.6517857142857143,0.5806451612903226,0.6123724356957945,0.4286,0.875,9,7,1,12,LightGBM,453,0.476,566,0.9,0.3684
29,21,8,0.57798165350068,0.8154761904761905,0.9340668354611301,0.8184523809523809,0.8421052631578947,0.816496580927726,0.7619,0.875,16,7,1,5,XGBoost,453,0.165,566,0.9412,0.5833
29,21,8,0.44188962412495847,0.7857142857142857,0.923960242858672,0.7470238095238095,0.7428571428571429,0.7359800721939873,0.619,0.875,13,7,1,8,CatBoost,453,0.459,566,0.9286,0.4667
9,2,7,0.47809144373375745,1.0,1.0,0.7857142857142857,0.5714285714285714,0.7559289460184544,1.0,0.5714,2,4,3,0,RandomForest,458,0.443,595,0.4,1.0
9,2,7,0.2857142857142857,0.8571428571428572,0.5833333333333333,0.6428571428571428,0.4444444444444444,0.5345224838248488,1.0,0.2857,2,2,5,0,LightGBM,458,0.214,595,0.2857,1.0
9,2,7,0.1889822365046136,1.0,1.0,0.5714285714285714,0.4,0.3779644730092272,1.0,0.1429,2,1,6,0,XGBoost,458,0.149,595,0.25,1.0
9,2,7,0.1889822365046136,0.8571428571428572,0.5833333333333333,0.5714285714285714,0.4,0.3779644730092272,1.0,0.1429,2,1,6,0,CatBoost,458,0.198,595,0.25,1.0
6,1,5,0.6324555320336759,0.8,0.5,0.9,0.6666666666666666,0.8944271909999159,1.0,0.8,1,4,1,0,RandomForest,459,0.443,604,0.5,1.0
6,1,5,-0.31622776601683794,0.6,0.3333333333333333,0.3,0.0,0.0,0.0,0.6,0,3,2,1,LightGBM,459,0.214,604,0.0,0.75
6,1,5,0.0,0.6,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0,5,0,1,XGBoost,459,0.573,604,0.0,0.8333
6,1,5,0.0,0.6,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0,5,0,1,CatBoost,459,0.541,604,0.0,0.8333
5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,0,0,RandomForest,463,0.671,610,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,0,0,LightGBM,463,0.263,610,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,0,0,XGBoost,463,0.573,610,1.0,1.0
5,2,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,0,0,CatBoost,463,0.541,610,1.0,1.0
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,468,0.786,615,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,468,0.263,615,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,468,0.361,615,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,468,0.541,615,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,471,0.786,617,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,471,0.884,617,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,471,0.606,617,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,471,0.541,617,,
18,12,6,0.5,0.8611111111111112,0.9170574795574796,0.6666666666666666,0.8571428571428571,0.5773502691896257,1.0,0.3333,12,2,4,0,RandomForest,472,0.443,624,0.75,1.0
18,12,6,0.6324555320336759,0.8611111111111112,0.9170574795574795,0.75,0.8888888888888888,0.7071067811865476,1.0,0.5,12,3,3,0,LightGBM,472,0.263,624,0.8,1.0
18,12,6,0.3429971702850177,0.8055555555555556,0.8258868446368445,0.5833333333333334,0.8275862068965517,0.408248290463863,1.0,0.1667,12,1,5,0,XGBoost,472,0.133,624,0.7059,1.0
18,12,6,0.5,0.8611111111111112,0.9172258297258298,0.6666666666666666,0.8571428571428571,0.5773502691896257,1.0,0.3333,12,2,4,0,CatBoost,472,0.476,624,0.75,1.0
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,475,0.443,642,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,475,0.263,642,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,475,0.329,642,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,475,0.476,642,,
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,1,RandomForest,484,0.443,644,0.0,0.5
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,1,LightGBM,484,0.263,644,0.0,0.5
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,1,XGBoost,484,0.329,644,0.0,0.5
2,1,1,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0,1,0,1,CatBoost,484,0.476,644,0.0,0.5
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,488,0.443,646,,
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,488,0.263,646,,
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,488,0.329,646,,
4,0,4,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,488,0.476,646,,
22,19,3,0.6140350877192983,0.9298245614035088,0.989293408960999,0.8070175438596491,0.9473684210526315,0.7947194142390263,0.9474,0.6667,18,2,1,1,RandomForest,498,0.378,650,0.9474,0.6667
22,19,3,0.4166305453899284,0.9298245614035088,0.9892934089609989,0.7543859649122806,0.8888888888888888,0.7492686492653552,0.8421,0.6667,16,2,1,3,LightGBM,498,0.263,650,0.9412,0.4
22,19,3,0.6140350877192983,0.9298245614035088,0.9885783861097532,0.8070175438596491,0.9473684210526315,0.7947194142390263,0.9474,0.6667,18,2,1,1,XGBoost,498,0.247,650,0.9474,0.6667
22,19,3,0.8429272304235247,0.9824561403508772,0.9973684210526316,0.9736842105263157,0.972972972972973,0.9733285267845752,0.9474,1.0,18,3,0,1,CatBoost,498,0.476,650,1.0,0.75
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,503,0.247,672,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,503,0.41,672,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,503,0.182,672,,
2,0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,503,0.476,672,,
40,24,16,0.6123724356957946,0.9739583333333333,0.9834541847041847,0.75,0.8571428571428571,0.7071067811865476,1.0,0.5,24,8,8,0,RandomForest,504,0.247,674,0.75,1.0
40,24,16,0.6904248749404296,0.9583333333333333,0.9765685703185703,0.8229166666666667,0.8846153846153846,0.8116983224490899,0.9583,0.6875,23,11,5,1,LightGBM,504,0.41,674,0.8214,0.9167
40,24,16,0.7408831771886952,0.9635416666666666,0.977003567420234,0.8541666666666667,0.9019607843137255,0.8477912478906585,0.9583,0.75,23,12,4,1,XGBoost,504,0.59,674,0.8519,0.9231
40,24,16,0.7408831771886952,0.9635416666666666,0.9769935499283324,0.8541666666666667,0.9019607843137255,0.8477912478906585,0.9583,0.75,23,12,4,1,CatBoost,504,0.476,674,0.8519,0.9231
14,12,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,2,0,0,RandomForest,505,0.345,714,1.0,1.0
14,12,2,0.16666666666666666,0.875,0.9807692307692307,0.5833333333333334,0.2857142857142857,0.408248290463863,0.1667,1.0,2,2,0,10,LightGBM,505,0.573,714,1.0,0.1667
14,12,2,0.5477225575051662,0.875,0.9807692307692307,0.875,0.8571428571428571,0.8660254037844386,0.75,1.0,9,2,0,3,XGBoost,505,0.312,714,1.0,0.4
14,12,2,0.5477225575051662,1.0,1.0,0.875,0.8571428571428571,0.8660254037844386,0.75,1.0,9,2,0,3,CatBoost,505,0.296,714,1.0,0.4
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,509,0.345,728,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,509,0.573,728,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,509,0.312,728,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,509,0.28,728,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,511,0.345,729,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,511,0.573,729,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,511,0.394,729,,
3,0,3,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,511,0.28,729,,
29,20,9,0.9200874124564723,0.9944444444444445,0.9976190476190477,0.9444444444444444,0.975609756097561,0.9428090415820634,1.0,0.8889,20,8,1,0,RandomForest,512,0.345,732,0.9524,1.0
29,20,9,0.9246621004453465,0.9944444444444445,0.9976190476190477,0.975,0.9743589743589743,0.9746794344808963,0.95,1.0,19,9,0,1,LightGBM,512,0.573,732,1.0,0.9
29,20,9,0.9200874124564723,0.9944444444444445,0.9976190476190478,0.9444444444444444,0.975609756097561,0.9428090415820634,1.0,0.8889,20,8,1,0,XGBoost,512,0.394,732,0.9524,1.0
29,20,9,0.9200874124564723,0.9888888888888889,0.9951190476190478,0.9444444444444444,0.975609756097561,0.9428090415820634,1.0,0.8889,20,8,1,0,CatBoost,512,0.28,732,0.9524,1.0
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,513,0.28,761,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,513,0.149,761,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,513,0.394,761,,
2,2,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,513,0.263,761,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,517,0.28,763,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,517,0.149,763,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,517,0.394,763,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,517,0.263,763,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,527,0.28,764,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,527,0.149,764,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,527,0.394,764,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,527,0.263,764,,
11,2,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,9,0,0,RandomForest,530,0.655,765,1.0,1.0
11,2,9,0.6236095644623235,1.0,1.0,0.8888888888888888,0.6666666666666666,0.8819171036881969,1.0,0.7778,2,7,2,0,LightGBM,530,0.149,765,0.5,1.0
11,2,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,9,0,0,XGBoost,530,0.459,765,1.0,1.0
11,2,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,9,0,0,CatBoost,530,0.263,765,1.0,1.0
25,19,6,0.3157894736842105,0.9298245614035088,0.9789236671752559,0.6578947368421053,0.48,0.5619514869490163,0.3158,1.0,6,6,0,13,RandomForest,534,0.655,776,1.0,0.3158
25,19,6,0.3157894736842105,0.7807017543859649,0.9233582793718746,0.6578947368421053,0.48,0.5619514869490163,0.3158,1.0,6,6,0,13,LightGBM,534,0.769,776,1.0,0.3158
25,19,6,0.5848976518656018,0.9385964912280702,0.9807434578800882,0.8421052631578947,0.8125,0.8271701918685112,0.6842,1.0,13,6,0,6,XGBoost,534,0.459,776,1.0,0.5
25,19,6,0.4981167541368988,0.9298245614035088,0.9800433578224738,0.7894736842105263,0.7333333333333333,0.7608859102526822,0.5789,1.0,11,6,0,8,CatBoost,534,0.541,776,1.0,0.4286
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,535,0.231,801,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,535,0.769,801,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,535,0.459,801,,
1,0,1,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,535,0.182,801,,
4,2,2,0.0,0.75,0.8333333333333333,0.5,0.6666666666666666,0.0,1.0,0.0,2,0,2,0,RandomForest,536,0.231,802,0.5,0.0
4,2,2,0.0,0.75,0.8333333333333333,0.5,0.6666666666666666,0.0,1.0,0.0,2,0,2,0,LightGBM,536,0.1,802,0.5,0.0
4,2,2,0.0,0.75,0.8333333333333333,0.5,0.5,0.5,0.5,0.5,1,1,1,1,XGBoost,536,0.459,802,0.5,0.5
4,2,2,0.0,0.5,0.75,0.5,0.6666666666666666,0.0,1.0,0.0,2,0,2,0,CatBoost,536,0.182,802,0.5,0.0
42,22,20,0.5229577884350213,0.8625,0.9023318951368462,0.759090909090909,0.782608695652174,0.7567874686642695,0.8182,0.7,18,14,6,4,RandomForest,537,0.231,806,0.75,0.7778
42,22,20,0.45226701686664544,0.8477272727272727,0.8963470347169885,0.7045454545454546,0.7692307692307693,0.674199862463242,0.9091,0.5,20,10,10,2,LightGBM,537,0.1,806,0.6667,0.8333
42,22,20,0.5227272727272727,0.8352272727272728,0.8631797204178403,0.7613636363636364,0.7727272727272727,0.7612788283838284,0.7727,0.75,17,15,5,5,XGBoost,537,0.394,806,0.7727,0.75
42,22,20,0.33190618145300227,0.8318181818181818,0.882357309280718,0.6613636363636364,0.7083333333333334,0.6519202405202649,0.7727,0.55,17,11,9,5,CatBoost,537,0.182,806,0.6538,0.6875
10,6,4,0.6666666666666666,0.9166666666666667,0.9583333333333334,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,4,4,0,2,RandomForest,538,0.737,848,1.0,0.6667
10,6,4,0.816496580927726,0.9583333333333334,0.9761904761904762,0.9166666666666667,0.9090909090909091,0.9128709291752769,0.8333,1.0,5,4,0,1,LightGBM,538,0.655,848,1.0,0.8
10,6,4,0.816496580927726,0.9166666666666667,0.9583333333333334,0.9166666666666667,0.9090909090909091,0.9128709291752769,0.8333,1.0,5,4,0,1,XGBoost,538,0.492,848,1.0,0.8
10,6,4,0.6666666666666666,0.9583333333333334,0.9761904761904762,0.8333333333333333,0.8,0.816496580927726,0.6667,1.0,4,4,0,2,CatBoost,538,0.655,848,1.0,0.6667
19,10,9,0.7888888888888889,0.9,0.9302777777777778,0.8944444444444444,0.9,0.8944271909999159,0.9,0.8889,9,8,1,1,RandomForest,539,0.378,858,0.9,0.8889
19,10,9,0.4898979485566356,0.8888888888888888,0.9191558441558441,0.7,0.5714285714285714,0.6324555320336759,0.4,1.0,4,9,0,6,LightGBM,539,0.655,858,1.0,0.6
19,10,9,0.32756920994133026,0.8666666666666666,0.8884768009768009,0.6444444444444444,0.5333333333333333,0.5962847939999439,0.4,0.8889,4,8,1,6,XGBoost,539,0.492,858,0.8,0.5714
19,10,9,0.4107919181288746,0.9444444444444444,0.9497222222222221,0.65,0.46153846153846156,0.5477225575051661,0.3,1.0,3,9,0,7,CatBoost,539,0.557,858,1.0,0.5625
6,4,2,0.25,0.5,0.7,0.625,0.75,0.6123724356957945,0.75,0.5,3,1,1,1,RandomForest,540,0.378,877,0.75,0.5
6,4,2,-0.25,0.5,0.7,0.375,0.3333333333333333,0.3535533905932738,0.25,0.5,1,1,1,3,LightGBM,540,0.655,877,0.5,0.25
6,4,2,-0.25,0.5,0.7,0.375,0.3333333333333333,0.3535533905932738,0.25,0.5,1,1,1,3,XGBoost,540,0.606,877,0.5,0.25
6,4,2,0.6324555320336759,0.5,0.7,0.75,0.8888888888888888,0.7071067811865476,1.0,0.5,4,1,1,0,CatBoost,540,0.198,877,0.8,1.0
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,RandomForest,543,0.378,883,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,LightGBM,543,0.247,883,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,XGBoost,543,0.1,883,,
7,7,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,CatBoost,543,0.165,883,,
