Revision,gcid1,gcid2,classid,co_change_count,gcid1_independent_change_count,gcid2_independent_change_count,same_file,same_author,same_method,similarity,clone_type,nlines1,nlines2,depth,class_size,is_spcp,weighted_coupling_strength,last_co_change_age,last_solo_change_age,coupling_trend,wcs_recent,solo_events_after_last_cochange,noc1,noc2,file_age1,file_age2,churn1,churn2,distinct_authors1,distinct_authors2,major_author_prop1,major_author_prop2,minor_author_count1,minor_author_count2,wies,will_independently_evolve
13,106,123,45,0,0,1,0,1,0,70,Type3,11,134,1,21,0,0.0000,-1,0,0.0000,0.0000,1,9,3,711,238,398,46,2,3,0.6667,0.3333,0,0,1.0000,1
13,107,123,45,0,0,1,0,1,0,70,Type3,11,134,1,21,0,0.0000,-1,0,0.0000,0.0000,1,8,3,711,238,393,46,2,3,0.6250,0.3333,0,0,1.0000,1
13,120,123,45,0,0,1,1,1,0,72,Type3,16,134,0,21,0,0.0000,-1,0,0.0000,0.0000,1,0,3,203,238,0,46,0,3,0.0000,0.3333,0,0,1.0000,1
13,123,124,45,0,1,0,1,1,0,74,Type3,134,134,1,21,0,0.0000,-1,0,0.0000,0.0000,1,3,0,238,238,46,0,3,0,0.3333,0.0000,0,0,1.0000,1
13,132,133,48,0,1,0,1,1,0,80,Type3,6,6,1,12,0,0.0000,-1,0,0.0000,0.0000,1,3,0,238,238,53,0,3,0,0.3333,0.0000,0,0,1.0000,1
13,132,147,48,1,0,0,1,1,0,80,Type3,6,5,0,12,0,1.0000,0,-1,1.0000,1.0000,0,3,1,238,43,53,26,3,1,0.3333,1.0000,0,0,0.0000,0
13,132,148,48,0,1,0,1,1,0,80,Type3,6,5,1,12,0,0.0000,-1,0,0.0000,0.0000,1,3,0,238,38,53,0,3,0,0.3333,0.0000,0,0,1.0000,1
13,132,160,48,0,1,0,1,1,0,80,Type3,6,6,0,12,0,0.0000,-1,0,0.0000,0.0000,1,3,2,238,998,53,75,3,2,0.3333,0.5000,0,0,1.0000,1
13,133,147,48,0,0,1,1,1,0,80,Type3,6,5,1,12,0,0.0000,-1,0,0.0000,0.0000,1,0,1,238,43,0,26,0,1,0.0000,1.0000,0,0,1.0000,1
13,134,136,49,0,0,1,1,1,1,100,Type3,37,5,0,10,0,0.0000,-1,0,0.0000,0.0000,1,0,9,238,998,0,1247,0,5,0.0000,0.5556,0,0,1.0000,1
