verification_revision,gcid,classid,decision_index,prev_change_revision,gap_since_prev_change,n_prior_changes,n_prior_co_changes,n_prior_solo_changes,co_change_ratio,solo_change_ratio,revs_since_last_change,revs_since_last_co_change,revs_since_last_solo_change,solo_events_since_last_co_change,recent_co_ratio_last5,recent_solo_ratio_last5,nlines,similarity,file_age,change_density,stability_index,class_size,alive_peer_count,frac_peers_same_file,frac_peers_same_method,mean_peer_co_ratio,max_peer_co_ratio,min_peer_co_ratio,mean_peer_depth,independent_ratio_decay_h10,coupling_strength_decay_h10,independent_ratio_decay_h20,coupling_strength_decay_h20,independent_ratio_decay_h50,coupling_strength_decay_h50,coupling_trend,cumulative_churn,distinct_authors,major_author_prop,label
476,307,30,8,475,1,7,3,1,0.4286,0.1429,1,1,14,0,1.0,0.0,10,70,15,0.4667,0.059,96,42,0.4048,0.0,0.3197,0.8571,0.0,0.6,0.0804,0.9196,0.1082,0.8918,0.1282,0.8718,0.3333,2119,1,1.0,1
476,326,30,10,475,1,9,3,0,0.3333,0.0,1,1,-1,0,1.0,0.0,11,70,15,0.6,0.1897,96,42,0.4048,0.0238,0.373,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3159,1,1.0,1
476,326,30,11,476,0,9,3,0,0.3333,0.0,1,1,-1,0,1.0,0.0,11,70,15,0.6,0.1897,96,42,0.4048,0.0238,0.373,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3159,1,1.0,1
476,326,30,12,476,0,9,3,0,0.3333,0.0,1,1,-1,0,1.0,0.0,11,70,15,0.6,0.1897,96,42,0.4048,0.0238,0.373,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3159,1,1.0,1
477,284,20,3,475,2,2,1,1,0.5,0.5,2,2,9,0,0.5,0.5,17,83,16,0.125,0.0365,39,6,0.3333,0.1667,0.4167,0.5,0.0,0.67,0.381,0.619,0.4396,0.5604,0.4758,0.5242,0.0,835,1,1.0,1
477,285,20,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,18,100,16,0.0625,0.0765,39,6,0.3333,0.1667,0.8333,1.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
477,299,27,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,134,75,16,0.0625,0.0393,71,8,0.375,0.25,0.875,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,300,27,3,475,2,2,2,0,1.0,0.0,2,2,-1,0,1.0,0.0,134,75,16,0.125,0.0393,71,8,0.375,0.25,0.625,1.0,0.0,0.62,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,1
477,306,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4048,0.0,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,307,30,9,476,1,8,4,1,0.5,0.125,1,1,15,0,1.0,0.0,10,70,16,0.5,0.0618,96,42,0.4048,0.0,0.2857,0.875,0.0,0.6,0.0663,0.9337,0.092,0.908,0.1109,0.8891,0.25,2288,1,1.0,1
477,307,30,10,477,0,8,4,1,0.5,0.125,1,1,15,0,1.0,0.0,10,70,16,0.5,0.0618,96,42,0.4048,0.0,0.2857,0.875,0.0,0.6,0.0663,0.9337,0.092,0.908,0.1109,0.8891,0.25,2288,1,1.0,1
477,309,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4048,0.0,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,310,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4524,0.0,0.881,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
477,312,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4048,0.0238,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,313,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4524,0.0,0.881,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
477,315,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,17,83,16,0.0625,0.0393,96,42,0.4048,0.0238,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,316,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,14,88,16,0.0625,0.0393,96,42,0.4048,0.0,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,328,30,3,475,2,2,2,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.125,0.0365,96,42,0.4524,0.0238,0.5238,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
477,330,30,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,16,0.0625,0.0393,96,42,0.4048,0.0238,0.881,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
477,344,36,2,475,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,5,71,16,0.0625,0.0393,71,26,0.3077,0.0,0.5,1.0,0.0,0.69,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
477,355,30,3,475,2,2,2,0,1.0,0.0,2,2,-1,0,1.0,0.0,11,70,15,0.1333,0.0747,96,42,0.4048,0.0238,0.5238,1.0,0.0,0.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,835,1,1.0,1
525,79,20,3,443,82,2,2,0,1.0,0.0,82,82,-1,0,1.0,0.0,10,87,523,0.0038,0.6282,39,9,0.1111,0.0,0.0,0.0,0.0,0.89,0.0,1.0,0.0,1.0,0.0,1.0,0.0,423,1,1.0,0
529,14,4,2,443,86,1,1,0,1.0,0.0,86,86,-1,0,1.0,0.0,8,83,527,0.0019,0.6331,42,13,0.0769,0.0,0.9231,1.0,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,140,1,1.0,1
529,180,4,3,443,86,2,1,1,0.5,0.5,86,86,368,0,0.5,0.5,5,75,368,0.0054,0.5579,42,12,0.0,0.0,0.4583,0.5,0.0,1.0,0.0,1.0,0.0001,0.9999,0.0197,0.9803,0.0,308,1,1.0,0
529,368,14,2,526,3,1,0,1,0.0,1.0,3,-1,3,1,0.0,1.0,5,75,3,0.3333,0.0069,35,7,0.2857,0.0,0.0,0.0,0.0,0.71,1.0,0.0,1.0,0.0,1.0,0.0,0.0,196,1,1.0,1
536,167,46,3,137,399,2,1,1,0.5,0.5,399,399,430,0,0.5,0.5,5,75,439,0.0046,0.0542,74,28,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.2546,0.7454,0.3942,0.6058,0.0,101,1,1.0,0
536,170,4,3,200,336,2,1,1,0.5,0.5,336,336,417,0,0.5,0.5,8,71,417,0.0048,0.1562,42,13,0.1538,0.0769,0.0385,0.5,0.0,0.85,0.0,0.0,0.0569,0.9431,0.2455,0.7545,0.0,160,1,1.0,0
536,292,23,3,475,61,2,2,0,1.0,0.0,61,61,-1,0,1.0,0.0,8,100,75,0.0267,0.3687,64,14,0.1429,0.0714,0.3214,1.0,0.0,0.86,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,0
536,297,26,2,475,61,1,1,0,1.0,0.0,61,61,-1,0,1.0,0.0,8,100,75,0.0133,0.3706,75,11,0.3636,0.0,0.8182,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
574,292,23,4,536,38,3,2,1,0.6667,0.3333,38,99,38,1,0.6667,0.3333,8,100,113,0.0265,0.7475,64,14,0.1429,0.0714,0.2143,0.6667,0.0,0.86,0.9803,0.0197,0.8368,0.1632,0.5609,0.4391,0.0,3200,1,1.0,0
574,292,23,5,574,0,3,2,1,0.6667,0.3333,38,99,38,1,0.6667,0.3333,8,100,113,0.0265,0.7475,64,14,0.1429,0.0714,0.2143,0.6667,0.0,0.86,0.9803,0.0197,0.8368,0.1632,0.5609,0.4391,0.0,3200,1,1.0,0
576,123,38,6,443,133,5,2,3,0.4,0.6,133,133,190,0,0.4,0.6,12,100,574,0.0087,0.6871,111,54,0.0,0.0,0.0259,0.2,0.0,1.0,0.0269,0.9731,0.1867,0.8133,0.4386,0.5614,-0.1667,1432,1,1.0,0
576,245,41,5,443,133,4,4,0,1.0,0.0,133,133,-1,0,1.0,0.0,12,100,303,0.0132,0.5496,98,50,0.0,0.0,0.065,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1422,1,1.0,0
579,275,7,2,561,18,1,1,0,1.0,0.0,18,18,-1,0,1.0,0.0,8,70,120,0.0083,0.3296,58,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,46,1,1.0,0
586,281,7,2,475,111,1,1,0,1.0,0.0,111,111,-1,0,1.0,0.0,7,83,125,0.008,0.3399,58,19,0.0526,0.0,0.1053,1.0,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
586,282,7,3,475,111,2,1,1,0.5,0.5,111,111,116,0,0.5,0.5,12,75,125,0.016,0.3427,58,19,0.0526,0.0,0.0526,0.5,0.0,0.95,0.4142,0.5858,0.4568,0.5432,0.4827,0.5173,0.0,1028,1,1.0,1
586,283,11,2,475,111,1,1,0,1.0,0.0,111,111,-1,0,1.0,0.0,10,70,125,0.008,0.3727,36,7,0.0,0.0,0.1429,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,0
586,286,21,7,476,110,6,1,2,0.1667,0.3333,110,111,110,1,0.4,0.6,5,75,125,0.048,0.6573,43,9,0.1111,0.1111,0.1481,0.3333,0.0,0.89,0.6401,0.3599,0.6523,0.3477,0.6607,0.3393,0.0,2394,1,1.0,0
586,291,23,7,476,110,6,3,0,0.5,0.0,110,110,-1,0,1.0,0.0,5,75,125,0.048,0.6573,64,14,0.3571,0.0714,0.2381,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2394,1,1.0,0
586,291,23,8,586,0,6,3,0,0.5,0.0,110,110,-1,0,1.0,0.0,5,75,125,0.048,0.6573,64,14,0.3571,0.0714,0.2381,1.0,0.0,0.64,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2394,1,1.0,0
586,299,27,3,477,109,2,2,0,1.0,0.0,109,109,-1,0,1.0,0.0,134,75,125,0.016,0.3427,71,7,0.4286,0.2857,0.5,1.0,0.0,0.57,0.0,1.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
586,307,30,11,477,109,10,5,1,0.5,0.1,109,109,124,0,1.0,0.0,10,70,125,0.08,0.6685,96,41,0.3902,0.0,0.2683,0.7,0.0,0.61,0.0482,0.9518,0.0703,0.9297,0.0871,0.9129,0.2,2448,1,1.0,1
586,307,30,12,586,0,10,5,1,0.5,0.1,109,109,124,0,1.0,0.0,10,70,125,0.08,0.6685,96,41,0.3902,0.0,0.2683,0.7,0.0,0.61,0.0482,0.9518,0.0703,0.9297,0.0871,0.9129,0.2,2448,1,1.0,1
586,309,30,3,477,109,2,2,0,1.0,0.0,109,109,-1,0,1.0,0.0,10,70,125,0.016,0.3427,96,41,0.3902,0.0,0.5366,1.0,0.0,0.61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
586,309,30,4,586,0,2,2,0,1.0,0.0,109,109,-1,0,1.0,0.0,10,70,125,0.016,0.3427,96,41,0.3902,0.0,0.5366,1.0,0.0,0.61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,890,1,1.0,1
586,326,30,13,476,110,12,4,0,0.3333,0.0,110,110,-1,0,1.0,0.0,11,70,125,0.096,2.069,96,41,0.3902,0.0244,0.2866,1.0,0.0,0.61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3666,1,1.0,1
586,326,30,14,586,0,12,4,0,0.3333,0.0,110,110,-1,0,1.0,0.0,11,70,125,0.096,2.069,96,41,0.3902,0.0244,0.2866,1.0,0.0,0.61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3666,1,1.0,1
586,326,30,15,586,0,12,4,0,0.3333,0.0,110,110,-1,0,1.0,0.0,11,70,125,0.096,2.069,96,41,0.3902,0.0244,0.2866,1.0,0.0,0.61,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3666,1,1.0,1
586,338,34,3,475,111,2,2,0,1.0,0.0,111,111,-1,0,1.0,0.0,5,71,125,0.016,0.3427,113,40,0.3,0.025,0.4375,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1028,1,1.0,1
598,19,4,4,443,155,3,1,2,0.3333,0.6667,155,155,198,0,0.3333,0.6667,7,71,596,0.005,0.7092,42,13,0.0,0.0,0.3077,0.3333,0.0,1.0,0.0483,0.9517,0.1859,0.8141,0.3938,0.6062,0.0,186,1,1.0,0
598,262,15,3,443,155,2,1,1,0.5,0.5,155,155,197,0,0.5,0.5,7,100,197,0.0102,0.7139,40,13,0.0,0.0,0.4615,0.5,0.0,1.0,0.0516,0.9484,0.1891,0.8109,0.3584,0.6416,0.0,180,1,1.0,0
630,300,27,4,477,153,3,3,0,1.0,0.0,153,153,-1,0,1.0,0.0,134,75,169,0.0178,0.4663,71,11,0.1818,0.1818,0.2727,0.6667,0.0,0.82,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3223,1,1.0,0
630,321,30,3,475,155,2,2,0,1.0,0.0,155,155,-1,0,1.0,0.0,10,70,169,0.0118,0.4663,96,40,0.45,0.0,0.5125,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
630,322,30,3,475,155,2,2,0,1.0,0.0,155,155,-1,0,1.0,0.0,10,70,169,0.0118,0.4663,96,40,0.45,0.0,0.5125,1.0,0.0,0.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1528,1,1.0,1
630,345,36,2,475,155,1,1,0,1.0,0.0,155,155,-1,0,1.0,0.0,5,71,169,0.0059,0.4691,71,27,0.2963,0.0,0.4815,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
630,346,36,2,475,155,1,1,0,1.0,0.0,155,155,-1,0,1.0,0.0,5,71,169,0.0059,0.4691,71,27,0.2963,0.0,0.4815,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
630,351,72,2,475,155,1,1,0,1.0,0.0,155,155,-1,0,1.0,0.0,24,78,169,0.0059,0.4691,43,21,0.3333,0.0,0.2857,1.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
630,351,72,3,630,0,1,1,0,1.0,0.0,155,155,-1,0,1.0,0.0,24,78,169,0.0059,0.4691,43,21,0.3333,0.0,0.2857,1.0,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1503,1,1.0,1
634,286,21,8,586,48,7,1,3,0.1429,0.4286,48,159,48,2,0.4,0.6,5,75,173,0.0405,0.9242,43,11,0.1818,0.0909,0.1039,0.2857,0.0,0.82,0.9991,0.0009,0.962,0.038,0.8105,0.1895,-0.0833,2697,1,1.0,0
634,286,21,9,634,0,7,1,3,0.1429,0.4286,48,159,48,2,0.4,0.6,5,75,173,0.0405,0.9242,43,11,0.1818,0.0909,0.1039,0.2857,0.0,0.82,0.9991,0.0009,0.962,0.038,0.8105,0.1895,-0.0833,2697,1,1.0,0
634,291,23,9,586,48,8,3,1,0.375,0.125,48,158,48,1,0.6,0.4,5,75,173,0.0462,0.9213,64,19,0.3158,0.0526,0.1316,0.75,0.0,0.68,0.9987,0.0013,0.9422,0.0578,0.6125,0.3875,-0.5,3000,1,1.0,1
634,291,23,10,634,0,8,3,1,0.375,0.125,48,158,48,1,0.6,0.4,5,75,173,0.0462,0.9213,64,19,0.3158,0.0526,0.1316,0.75,0.0,0.68,0.9987,0.0013,0.9422,0.0578,0.6125,0.3875,-0.5,3000,1,1.0,1
634,295,25,2,475,159,1,1,0,1.0,0.0,159,159,-1,0,1.0,0.0,12,100,173,0.0058,0.4803,79,17,0.1176,0.0588,0.3529,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
634,299,27,4,586,48,3,3,0,1.0,0.0,48,48,-1,0,1.0,0.0,134,75,173,0.0173,0.4747,71,11,0.2727,0.1818,0.2424,0.6667,0.0,0.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1193,1,1.0,1
635,281,7,3,586,49,2,2,0,1.0,0.0,49,49,-1,0,1.0,0.0,7,83,174,0.0115,0.6096,58,19,0.0526,0.0,0.0789,1.0,0.0,0.95,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1113,1,1.0,0
635,309,30,5,586,49,4,3,0,0.75,0.0,49,49,-1,0,1.0,0.0,10,70,174,0.023,0.6124,96,38,0.3684,0.0,0.3026,1.0,0.0,0.63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1496,1,1.0,1
635,318,30,2,475,160,1,1,0,1.0,0.0,160,160,-1,0,1.0,0.0,10,70,174,0.0057,0.4831,96,38,0.3684,0.0,0.8421,1.0,0.0,0.63,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
635,336,32,2,475,160,1,1,0,1.0,0.0,160,160,-1,0,1.0,0.0,7,83,174,0.0057,0.5119,110,46,0.3043,0.0217,0.6957,1.0,0.0,0.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,810,1,1.0,1
636,281,7,4,635,1,3,2,1,0.6667,0.3333,1,50,1,1,0.6667,0.3333,7,83,175,0.0171,0.6096,58,19,0.0526,0.0,0.0526,0.6667,0.0,0.95,0.9676,0.0324,0.8425,0.1575,0.6189,0.3811,0.0,1134,1,1.0,0
636,307,30,13,586,50,12,6,1,0.5,0.0833,50,50,174,0,1.0,0.0,10,70,175,0.0686,0.9438,96,37,0.3514,0.0,0.2185,0.5,0.0,0.65,0.0001,0.9999,0.0062,0.9938,0.0442,0.9558,0.1667,3054,1,1.0,1
636,307,30,14,636,0,12,6,1,0.5,0.0833,50,50,174,0,1.0,0.0,10,70,175,0.0686,0.9438,96,37,0.3514,0.0,0.2185,0.5,0.0,0.65,0.0001,0.9999,0.0062,0.9938,0.0442,0.9558,0.1667,3054,1,1.0,1
636,309,30,6,635,1,5,4,0,0.8,0.0,1,1,-1,0,1.0,0.0,10,70,175,0.0286,0.6152,96,37,0.3514,0.0,0.2432,0.8,0.0,0.65,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1517,1,1.0,1
639,296,25,3,475,164,2,2,0,1.0,0.0,164,164,-1,0,1.0,0.0,7,71,178,0.0112,0.5,79,16,0.1875,0.0625,0.2188,1.0,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3194,1,1.0,1
644,205,17,5,475,169,4,1,3,0.25,0.75,169,201,169,2,0.25,0.75,12,75,429,0.0093,0.696,38,9,0.0,0.0,0.25,0.25,0.25,1.0,0.9269,0.0731,0.8306,0.1694,0.7475,0.2525,-0.5,3655,1,1.0,0
644,292,23,6,574,70,5,2,2,0.4,0.4,70,169,70,2,0.4,0.6,8,100,183,0.0273,1.4444,64,19,0.1053,0.0526,0.0947,0.4,0.0,0.89,0.9993,0.0007,0.9775,0.0225,0.8486,0.1514,-1.0,3350,1,1.0,1
644,292,23,7,644,0,5,2,2,0.4,0.4,70,169,70,2,0.4,0.6,8,100,183,0.0273,1.4444,64,19,0.1053,0.0526,0.0947,0.4,0.0,0.89,0.9993,0.0007,0.9775,0.0225,0.8486,0.1514,-1.0,3350,1,1.0,1
644,296,25,4,639,5,3,3,0,1.0,0.0,5,5,-1,0,1.0,0.0,7,71,183,0.0164,0.5253,79,16,0.1875,0.0625,0.1667,0.6667,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3198,1,1.0,1
644,296,25,5,644,0,3,3,0,1.0,0.0,5,5,-1,0,1.0,0.0,7,71,183,0.0164,0.5253,79,16,0.1875,0.0625,0.1667,0.6667,0.0,0.81,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3198,1,1.0,1
644,313,30,3,477,167,2,2,0,1.0,0.0,167,167,-1,0,1.0,0.0,10,70,183,0.0109,0.5056,96,38,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1532,1,1.0,1
644,313,30,4,644,0,2,2,0,1.0,0.0,167,167,-1,0,1.0,0.0,10,70,183,0.0109,0.5056,96,38,0.5,0.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1532,1,1.0,1
644,321,30,4,630,14,3,3,0,1.0,0.0,14,14,-1,0,1.0,0.0,10,70,183,0.0164,0.5028,96,38,0.5,0.0,0.3246,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1588,1,1.0,1
644,322,30,4,630,14,3,3,0,1.0,0.0,14,14,-1,0,1.0,0.0,10,70,183,0.0164,0.5028,96,38,0.5,0.0,0.3246,1.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1588,1,1.0,1
644,397,40,2,630,14,1,1,0,1.0,0.0,14,14,-1,0,1.0,0.0,5,71,14,0.0714,0.0695,106,59,0.4915,0.0169,0.1017,1.0,0.0,0.51,0.0,1.0,0.0,1.0,0.0,1.0,0.0,60,1,1.0,1
653,313,30,5,644,9,4,3,0,0.75,0.0,9,9,-1,0,1.0,0.0,10,70,192,0.0208,0.5506,96,38,0.5,0.0,0.2895,0.75,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1968,1,1.0,0
655,416,42,2,655,0,0,0,0,0.0,0.0,1,-1,-1,0,0.0,0.0,5,71,1,0.0,0.0,92,52,0.1154,0.0192,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
656,416,42,3,655,1,2,1,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,2,1.0,0.0,92,52,0.1154,0.0192,0.1154,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1352,1,1.0,1
656,416,42,4,656,0,2,1,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,2,1.0,0.0,92,52,0.1154,0.0192,0.1154,1.0,0.0,0.88,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1352,1,1.0,1
656,419,43,2,655,1,1,1,0,1.0,0.0,1,1,-1,0,1.0,0.0,5,71,2,0.5,0.0,66,29,0.1034,0.0345,0.1034,1.0,0.0,0.9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
657,406,31,2,655,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,5,75,3,0.3333,0.0061,89,44,0.0227,0.0455,0.0227,1.0,0.0,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,0
657,416,42,5,656,1,4,2,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,3,1.3333,0.0,92,54,0.1481,0.0185,0.0648,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1378,1,1.0,1
657,416,42,6,657,0,4,2,0,0.5,0.0,1,1,-1,0,1.0,0.0,5,71,3,1.3333,0.0,92,54,0.1481,0.0185,0.0648,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1378,1,1.0,1
657,417,42,2,655,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,3,0.3333,0.0061,92,54,0.1481,0.037,0.1111,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
657,417,42,3,657,0,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,3,0.3333,0.0061,92,54,0.1481,0.037,0.1111,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
657,418,42,2,655,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,10,70,3,0.3333,0.0061,92,54,0.1481,0.037,0.1111,1.0,0.0,0.85,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
657,427,85,2,655,2,1,0,1,0.0,1.0,2,-1,2,1,0.0,1.0,15,100,3,0.3333,0.0061,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,676,1,1.0,0
657,427,85,3,657,0,1,0,1,0.0,1.0,2,-1,2,1,0.0,1.0,15,100,3,0.3333,0.0061,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,676,1,1.0,0
657,427,85,4,657,0,1,0,1,0.0,1.0,2,-1,2,1,0.0,1.0,15,100,3,0.3333,0.0061,42,16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,676,1,1.0,0
657,429,89,2,655,2,1,1,0,1.0,0.0,2,2,-1,0,1.0,0.0,5,71,3,0.3333,0.0061,35,14,0.2143,0.0,0.1429,1.0,0.0,0.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,676,1,1.0,1
657,430,42,2,657,0,0,0,0,0.0,0.0,0,-1,-1,0,0.0,0.0,15,100,0,0.0,0.0,92,54,0.1481,0.037,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1
658,206,18,4,475,183,3,3,0,1.0,0.0,183,183,-1,0,1.0,0.0,5,75,443,0.0068,0.7359,42,8,0.0,0.0,0.2917,0.3333,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3650,1,1.0,0
658,291,23,11,634,24,10,4,1,0.4,0.1,24,24,72,0,0.6,0.4,5,75,197,0.0508,1.0618,64,21,0.2857,0.0476,0.1143,0.8,0.0,0.71,0.0347,0.9653,0.1577,0.8423,0.2795,0.7205,-0.4,3048,1,1.0,0
658,300,27,5,630,28,4,3,1,0.75,0.25,28,181,28,1,0.75,0.25,134,75,197,0.0203,0.5421,71,13,0.1538,0.3846,0.1538,0.5,0.0,0.85,0.9999,0.0001,0.9877,0.0123,0.7504,0.2496,-0.5,3283,1,1.0,1
658,307,30,15,636,22,14,7,1,0.5,0.0714,22,22,196,0,1.0,0.0,10,70,197,0.0711,1.0618,96,42,0.3333,0.0,0.1684,0.5714,0.0,0.67,0.0,1.0,0.001,0.999,0.0222,0.9778,0.1429,3160,1,1.0,1
658,309,30,7,636,22,6,5,0,0.8333,0.0,22,22,-1,0,1.0,0.0,10,70,197,0.0305,0.736,96,42,0.3333,0.0,0.1825,0.8333,0.0,0.67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1570,1,1.0,1
658,345,36,3,630,28,2,2,0,1.0,0.0,28,28,-1,0,1.0,0.0,5,71,197,0.0102,0.5449,71,27,0.2593,0.0,0.2593,1.0,0.0,0.74,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1563,1,1.0,1
